split,case_id,week,slice_idx,image_path,label_path
train,004,0,25,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_25.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_25.nii.gz
train,004,0,26,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_26.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_26.nii.gz
train,004,0,27,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_27.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_27.nii.gz
train,004,0,28,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_28.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_28.nii.gz
train,004,0,29,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_29.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_29.nii.gz
train,004,0,3,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_3.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_3.nii.gz
train,004,0,30,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_30.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_30.nii.gz
train,004,0,31,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_31.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_31.nii.gz
train,004,0,32,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_32.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_32.nii.gz
train,004,0,33,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_33.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_33.nii.gz
train,004,0,34,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_34.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_34.nii.gz
train,004,0,35,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_35.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_35.nii.gz
train,004,0,36,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_36.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_36.nii.gz
train,004,0,37,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_37.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_37.nii.gz
train,004,0,38,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_38.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_38.nii.gz
train,004,0,39,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_39.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_39.nii.gz
train,004,0,4,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_4.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_4.nii.gz
train,004,0,40,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_40.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_40.nii.gz
train,004,0,41,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_41.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_41.nii.gz
train,004,0,42,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_42.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_42.nii.gz
train,004,0,43,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_43.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_43.nii.gz
train,004,0,44,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_44.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_44.nii.gz
train,004,0,45,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_45.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_45.nii.gz
train,004,0,46,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_46.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_46.nii.gz
train,004,0,47,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_47.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_47.nii.gz
train,004,0,48,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_48.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_48.nii.gz
train,004,0,49,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_49.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_49.nii.gz
train,004,0,5,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_5.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_5.nii.gz
train,004,0,50,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_50.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_50.nii.gz
train,004,0,51,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_51.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_51.nii.gz
train,004,0,52,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_52.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_52.nii.gz
train,004,0,53,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_53.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_53.nii.gz
train,004,0,54,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_54.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_54.nii.gz
train,004,0,55,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_55.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_55.nii.gz
train,004,0,56,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_56.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_56.nii.gz
train,004,0,57,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_57.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_57.nii.gz
train,004,0,58,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_58.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_58.nii.gz
train,004,0,59,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_59.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_59.nii.gz
train,004,0,6,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_6.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_6.nii.gz
train,004,0,7,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_7.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_7.nii.gz
train,004,0,8,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_8.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_8.nii.gz
train,004,0,9,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_0_slice_9.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_0_slice_9.nii.gz
train,004,1,0,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_0.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_0.nii.gz
train,004,1,1,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_1.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_1.nii.gz
train,004,1,10,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_10.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_10.nii.gz
train,004,1,11,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_11.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_11.nii.gz
train,004,1,12,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_12.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_12.nii.gz
train,004,1,13,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_13.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_13.nii.gz
train,004,1,14,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_14.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_14.nii.gz
train,004,1,15,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_15.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_15.nii.gz
train,004,1,16,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_16.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_16.nii.gz
train,004,1,17,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_17.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_17.nii.gz
train,004,1,18,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_18.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_18.nii.gz
train,004,1,19,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_19.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_19.nii.gz
train,004,1,2,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_2.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_2.nii.gz
train,004,1,20,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_20.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_20.nii.gz
train,004,1,21,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_21.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_21.nii.gz
train,004,1,22,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_22.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_22.nii.gz
train,004,1,23,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_23.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_23.nii.gz
train,004,1,24,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_24.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_24.nii.gz
train,004,1,25,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_25.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_25.nii.gz
train,004,1,26,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_26.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_26.nii.gz
train,004,1,27,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_27.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_27.nii.gz
train,004,1,28,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_28.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_28.nii.gz
train,004,1,29,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_29.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_29.nii.gz
train,004,1,3,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_3.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_3.nii.gz
train,004,1,30,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_30.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_30.nii.gz
train,004,1,31,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_31.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_31.nii.gz
train,004,1,32,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_32.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_32.nii.gz
train,004,1,33,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_33.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_33.nii.gz
train,004,1,34,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_34.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_34.nii.gz
train,004,1,35,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_35.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_35.nii.gz
train,004,1,36,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_36.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_36.nii.gz
train,004,1,37,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_37.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_37.nii.gz
train,004,1,38,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_38.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_38.nii.gz
train,004,1,39,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_39.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_39.nii.gz
train,004,1,4,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_4.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_4.nii.gz
train,004,1,40,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_40.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_40.nii.gz
train,004,1,41,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_41.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_41.nii.gz
train,004,1,42,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_42.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_42.nii.gz
train,004,1,43,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_43.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_43.nii.gz
train,004,1,44,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_44.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_44.nii.gz
train,004,1,45,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_train\case_004_week_1_slice_45.nii.gz,C:\Users\KaTo\Documents\Projects\prostate-unet\data\keras_slices_data\keras_slices_seg_train\seg_004_week_1_slice_45.nii.gz
